ID,Assignee,Documents Topic,Document Content
9,Quân,Lợi nhuận trước thuế tập đoàn MB trong năm 2023,26306 tỷ đồng
10,Quân,Ngành nghề kinh doanh của MB,Hoạt động dịch vụ tài chính • Bán buôn kim loại và quặng kim loại • Hoạt động của đại lý và môi giới bảo hiểm • Hoạt động trung gian tiền tệ khác
11,Quân,Nguyên tắc quản trị trong phát triển bền vững:,"Trách nhiệm với môi trường: quản trị và kiểm soát rủi ro môi trường – xã hội trong hoạt động cho vay và sau vay của ngân hàng, xác định các cơ hội liên quan tới môi trường trong hoạt động kinh doanh. • Trách nhiệm với xã hội: thúc đẩy bình đẳng, tôn trọng các nguyên tắc quyền con người trong các chương trình và hoạt động kinh doanh của 2 ngân hàng. • Trách nhiệm với chính ngân hàng: nâng cao năng lực quản trị; tăng cường đào tạo, nâng cao chất lượng nguồn nhân lực; thúc đẩy văn hóa ngân hàng xanh tới toàn thể cán bộ, nhân • viên ngân hàng; minh bạch thông tin trong nội bộ ngân hàng và các bên liên quan."
12,Quân,Số lượng khách hàng của MB trong năm 2023,"26,5 triệu khách hàng"
13,Quân,Tổ chức và nhân sự của MB trong năm 2023,"Số lượng nhân sự tập đoàn: 16234 người, riêng ngân hàng : 10481 người 
Độ tuổi bình quân của nhân viên MB: 32 tuổi 
Tỉ lệ nhân sự có thâm niên làm việc trên 3 năm tại MB là 95% 
Thu nhập trung bình của nhân viên ở mức: 35,4 triệu đồng/ tháng 
"
,,"Chế độ, đãi ngộ của nhân viên MB:","MB không ngừng nỗ lực đổi mới và cập nhật thường xuyên cơ chế, chính sách áp dụng cho cán bộ nhân viên để hoàn thiện toàn diện hệ thống lương, thưởng & phúc lợi. 
Chính sách của MB dành cho Người lao động đa dạng về hình thức, được cá nhân hóa theo nhu cầu, hướng tới tính dài hạn nhằm khuyến khích gắn kết, nâng cao tinh thần, hiệu suất làm việc tối đa: tổ chức các chương trình đãi ngộ, tri ân cán bộ nhân viên có thâm niên gắn bó lâu dài tại MB, áp dụng chính sách thưởng thành tích tích lũy, hỗ trợ kinh phí thể thao, hỗ trợ chi phí trông trẻ, bảo hiểm sức khỏe, bảo hiểm nhân thọ…. 
MB tiên phong trong việc triển khai hình thức đãi ngộ hưu trí bổ sung tự nguyện An thịnh cho cán bộ nhân viên nhằm gia tăng thu nhập, đảm bảo cuộc sống an nhàn, sung túc cho cán bộ nhân viên trong giai đoạn hưu trí. 
Bên cạnh đó, các chính sách của MB không chỉ tập trung vào cán bộ nhân viên mà còn dành sự quan tâm thường xuyên tới gia đình thông qua các chương trình thăm hỏi, tặng quà, hỗ trợ gói bảo hiểm sức khỏe... tạo cho người lao động một môi trường thoải mái và tinh thần yên tâm cống hiến cho tổ chức. 
 Phúc lợi cho nhân viên toàn thời gian: 
+ Xây dựng và ban hành các quy định, hướng dẫn về công tác thi đua khen thưởng rõ ràng, hiệu quả + Thực hiện đánh giá, khen thưởng định kỳ 6 tháng/lần hàng năm những tập thể, cá nhân có thành tính nổi bật trong các hoạt động kinh doanh 
+ Thực hiện khen thưởng cá nhân, tập thể với những trường hợp đạt kết quả đột phá, có những sáng kiến áp dụng hiệu quả vào thực tế hoạt động kinh doanh của ngân hàng, có những hành động xã hội tiêu biểu như thực hiện từ thiện, các dự án cộng đồng, v.v. 
+ Thường xuyên xây dựng các mô hình thi đua theo chủ đề, lĩnh vực hoạt động, sản phẩm kinh doanh của từng giai đoạn, phù hợp với quá trình và xu thế hoạt động của ngân hàng trong năm + Các hình thức khen thưởng được áp dụng bao gồm: tiền thưởng, quà tặng, giao lưu khen thưởng, bằng khen, kỉ niệm chương, vinh danh truyền thông toàn Ngân hàng 
"
,,"Hoạt động đào tạo, phát triển nhân tài: ","Trong năm 2023, HĐQT định hướng phát huy Văn hóa Kỷ luật, Sáng tạo; phát triển nhân sự với năng lực “chiến lược, dẫn dắt tổ chức, thực thi”; cải tiến chế độ cho người lao động, thúc đẩy phát huy năng lực, tìm kiếm, thu hút và phát triển nhân tài. •MB Chasing là chương trình trải nghiệm nghề nghiệp trong lĩnh vực ngân hàng bán lẻ lần đầu tiên có mặt tại Việt Nam, với vai trò là chặng mở đầu của hành trình “Pursue the Banker Road” được MB dày công thiết kế dành cho sinh viên có thể tham gia ngay từ năm nhất cho đến khi trở thành những “MB Master”. MB Young Talent – đây là chương trình tuyển chọn các bạn trẻ tài năng có kết quả học tập xuất sắc tại các trường đại học, mở ra cơ hội cho các ứng viên chưa có kinh nghiệm vẫn có thể bắt đầu ngay với các công việc chuyên môn nằm trong7  nhóm nghề nghiệp tại ngân hàng. 

- MB luôn trân trọng từng giá trị của người lao động, chính vì vậy ngân hàng đã xây dựng môi trường làm việc bình đẳng, nơi tất cả người lao động không phân biệt giới tính, tuổi tác hay xuất thân đều được coi trọng và có cơ hội phát triển đồng đều. Trong đó, tiêu biểu là những nỗ lực bình đẳng hóa giữa cán bộ nhân viên Nam và Nữ.
 - Năm 2023 MB triển khai chương trình Flexi Z thu hút ~1.700 nhân sự tập đoàn với mục tiêu đào tạo nhân sự 9x cho vị trí lãnh đạo cấp cao của MB Group tạo hiệu ứng toàn tập đoàn. 
- Đào tạo bồi dưỡng nâng cao chất lượng nguồn lực thông qua chuỗi các chương trình đào tạo MB Leader, năng lực Digital, Bee Smart... 
-Tổ chức câu lạc bộ – eMBee Club dành cho 300 RM xuất sắc nhất Hệ thống, chương trình Finding captain 
 -Đào tạo nhóm nguồn CBQL kinh doanh tiềm năng, chương trình Future Succession – Đào tạo nhóm nguồn Giám đốc Chi nhánh kế cận 
- Triển khai đào tạo các cấp độ về ESG cho từng đối tượng: toàn bộ MBers và cán bộ quản lý
"
14,Quân,Thay đổi nhân sự cấp cao của MB trong năm 2023,"Thay đổi về nhân sự trong Hội đồng quản trị và Ban điều hành: Năm 2023, MB có sự chuyển giao Chủ tịch HĐQT: Theo nguyện vọng cá nhân, Ông Lê Hữu Đức đã xin từ nhiệm vị trí Chủ tịch HĐQT và thôi là Thành viên HĐQT MB. Theo đó, HĐQT đã bầu Ông Lưu Trung Thái giữ vị trí Chủ tịch HĐQT MB từ 12/04/2023 và trong thời gian còn lại của nhiệm kỳ 2019 - 2024. Ông Phạm Như Ánh được bổ nhiệm Phó Tổng Giám Đốc phụ trách Ban Điều hành từ ngày 12/4/2023 và Tổng Giám đốc từ ngày 18/5/2023"
15,Quân,Thông điệp của Chủ tịch Hội đồng Quản trị MB,"Năm 2024 là một năm đặc 
biệt khi MB đón chào tuổi 30 với những thử thách lớn hơn và giấc mơ lớn 
hơn với thông điệp Move for Big – Tiến bước vững vàng. Đồng thời, cũng 
là năm nhiệm kỳ mới HĐQT, BKS giai đoạn 2024 – 2029. Theo đó, MB đặt 
ra các mục tiêu cụ thể là: Top 3 ngân hàng về hiệu quả và an toàn, phấn đấu 
lợi nhuận trước thuế Tập đoàn đạt 30 nghìn tỷ đồng, chinh phục cột mốc 30 
triệu khách hàng. Ngân hàng MB sẽ triển khai nhiều chương trình, dự án 
hướng đến các nhóm đối tượng: Đất nước và Cộng đồng: Move for Big 
Vietnam – Tiến bước vì một Việt Nam hùng cường; CBNV: Move for Big 
Ambition - Tiến bước Diệu kỳ; Khách hàng: Move for Big Generation - 
Tiến bước Thành công. Đồng thời, MB sẽ tiếp tục hoàn thiện và triển khai 
mạnh mẽ, tối ưu các Sáng kiến Chiến lược thuộc Chiến lược tập đoàn giai 
đoạn 2022 - 2026, đẩy mạnh “Hiệp lực Tập đoàn”.  

Kính gửi Quý Cổ đông, Nhà đầu tư và Đối tác,
 Năm 2023 là một năm khó chung cho nền kinh tế thế giới, 
với sự giảm sút mạnh về tăng trưởng GDP, thương mại và 
đầu tư toàn cầu; trong khi nợ xấu tăng, lạm phát vẫn duy trì 
ở mức cao. Kinh tế Việt Nam bị ảnh hưởng bởi tình hình kinh 
tế thế giới; tuy nhiên với các xu hướng tích cực trong các 
tháng cuối năm 2023 đã giúp tăng trưởng kinh tế nước ta 
cả năm đạt mức ~5,05%, tăng trưởng khá cao so với nhiều 
nước trên thế giới và khu vực. Lạm phát được kiểm soát, CPI 
bình quân ước tăng ~3,5%. Sức hấp thụ vốn và cầu tín dụng 
toàn hệ thống ~13,5%, so với chỉ tiêu định hướng đầu năm 
~14%; tăng trưởng huy động vốn ~10,85%, thanh khoản nền 
kinh tế gặp khó khăn cục bộ tại khu vực bất động sản, thị 
trường trái phiếu doanh nghiệp. Nhiều chủ trương và chính 
sách mới của Đảng, Nhà nước tiếp tục được triển khai sâu 
rộng, NHNN điều hành chủ động linh hoạt để ổn định kinh tế 
vĩ mô, hỗ trợ phục hồi tăng trưởng kinh tế. 
Năm 2023 đánh dấu sự chuyển giao thế hệ của MB. Theo đó, 
được sự tin tưởng của Quân ủy trung ương, Bộ Quốc phòng, 
Hội đồng Quản trị (HĐQT) và người tiền nhiệm - Nguyên 
Thứ trưởng BQP - Thượng tướng Lê Hữu Đức, tôi đã được 
giao trọng trách giữ chức Chủ tịch HĐQT; Thượng tá Phạm 
Như Ánh được giao nhiệm vụ giữ chức Tổng Giám đốc MB. 
Kế thừa và tiếp nối các giá trị của thế hệ lãnh đạo đi trước, 
MB tiếp tục 01 mục tiêu chiến lược “Trở thành Doanh nghiệp 
số - Tập đoàn Tài chính dẫn đầu”, 06 giá trị cốt lõi, 08 định 
hướng chiến lược và 08 phương pháp làm việc khoa học với 
kỳ vọng đưa MB trở thành tổ chức phát triển bền vững, là tổ 
chức mang lại giá trị cho khách hàng, mang lại hạnh phúc 
cho CBNV. Với sự đoàn kết, đồng lòng trong quản trị - điều 
hành của Hội đồng Quản trị, Ban Kiểm soát, Ban Điều hành, 
Tập đoàn MB đã từng bước hiện thực hóa Chiến lược Phát 
triển giai đoạn 2022 – 2026 với những dấu ấn: Lợi nhuận 
trước thuế (LNTT) Tập đoàn đạt 26.306 tỷ đồng; LNTT riêng 
Ngân hàng ước đạt 24.688 tỷ đồng; LNTT các công ty thành 
viên đạt 2.046 tỷ đồng. Duy trì vị thế Top đầu các chỉ tiêu 
hiệu quả như ROE ~25%. Trích lập dự phòng đầy đủ và đảm 
bảo quy định pháp luật. Vị thế và uy tín của ngân hàng ngày 
càng nâng cao. MB đứng đầu về tăng trưởng quy mô, Top 3 
về Lợi nhuận trước thuế trong các ngân hàng thương mại; 
MB thu hút thêm 6,2 triệu khách hàng mới (lũy kế quy mô 
khách hàng đạt trên 26,5 triệu) với tỷ lệ giao dịch trên kênh 
số đạt trên 96,7%. 
Bên cạnh hoàn thành xuất sắc kế hoạch kinh doanh, HĐQT 
đã triển khai hiệu quả các quyết nghị của ĐHĐCĐ năm 2023 
giao phó, thực hiện đầy đủ các quyền của cổ đông theo quy 
định của pháp luật. 
MB đã đóng góp tích cực cho Ngân sách nhà nước với tổng 
số tiền ~7.518 tỷ đồng, thực hiện công tác an sinh xã hội, đền 
ơn đáp nghĩa với hơn 100 chương trình, tổng kinh phí thực 
hiện là ~200 tỷ đồng. Phát động chiến dịch HiGreen - Bình 
Minh Xanh - chiến dịch “Trách nhiệm xã hội cộng hưởng 
(Participatory CSR)”, nhằm truyền tải thông điệp sống bền 
vững, quan tâm tới môi trường và cộng đồng đến khách 
hàng và xã hội. 
Năm 2024 là một năm đặc biệt khi MB đón chào tuổi 30 với 
những thử thách lớn hơn và giấc mơ lớn hơn với thông điệp 
Move for Big – Tiến bước vững vàng. Đồng thời, cũng là năm 
nhiệm kỳ mới HĐQT, BKS giai đoạn 2024 – 2029. Theo đó, MB 
đặt ra các mục tiêu cụ thể là: Top 3 ngân hàng về hiệu quả 
và an toàn, phấn đấu lợi nhuận trước thuế Tập đoàn đạt 
30 nghìn tỷ đồng, chinh phục cột mốc 30 triệu khách hàng.  
Ngân hàng MB sẽ triển khai nhiều chương trình,  
dự án hướng đến các nhóm đối tượng: Đất nước và Cộng 
đồng: Move for Big Vietnam – Tiến bước vì một Việt Nam 
hùng cường; CBNV: Move for Big Ambition - Tiến bước 
Diệu kỳ; Khách hàng: Move for Big Generation - Tiến bước 
Thành công. Đồng thời, MB sẽ tiếp tục hoàn thiện và triển 
khai mạnh mẽ, tối ưu các Sáng kiến Chiến lược thuộc Chiến 
lược tập đoàn giai đoạn 2022 - 2026, đẩy mạnh “Hiệp lực 
Tập đoàn”.
 Tuy chặng đường phía trước còn nhiều khó khăn với các 
vấn đề nóng về biến đổi khí hậu, rủi ro địa chính trị, và các 
rủi ro chuyển đổi mới nổi khác, MB sẽ tiếp tục nghiên cứu 
và triển khai các giải pháp đóng góp gián tiếp cho lộ trình 
thực hiện cam kết đạt lượng phát thải ròng bằng 0 vào năm 
2050 của quốc gia. "
16,Quân,Thông điệp của Tổng Giám đốc MB,"Năm 2024, MB tiếp tục kiên định với tầm nhìn đến năm 2026 “Trở thành Doanh nghiệp số, Tập đoàn tài chính dẫn đầu” cùng mục tiêu chiến lược nằm trong “Top 3 thị trường về hiệu quả, hướng đến Top đầu châu Á.” Chiến lược của MB được xây dựng trên cơ sở Tập trung vào trải nghiệm của khách hàng; Sáng tạo ra các giá trị mới phục vụ khách hàng từ đó gia tăng giá trị cho MB. Xuyên suốt theo đó là một văn hóa quản trị thống nhất, lấy triết lý “Khách hàng là trung tâm” dựa trên các yếu tố: (1) Hấp dẫn khách hàng: Xây dựng trải nghiệm xuất sắc - Xuất phát từ nhu cầu và vươn tới kỳ vọng của khách hàng. (2) Linh hoạt, nhanh nhạy: Đón bắt nhanh - Tận dụng triệt để - Khai thác hiệu quả công nghệ, thị trường, nhu cầu khách hàng. (3) Hiệp lực tập đoàn: Toàn Tập đoàn kết nối, xây dựng trải nghiệm số One ID; đề xuất giá trị tập đoàn xuất sắc.

 Trong bối cảnh nền kinh tế toàn cầu năm 2023 đối mặt với 
những thách thức không nhỏ từ sự suy giảm kinh tế toàn 
cầu, Ngân hàng TMCP Quân Đội (MB) không chỉ vững vàng 
vượt qua khó khăn mà còn tạo ra những đột phá trong chiến 
lược chuyển đổi số – thể hiện qua cú nhảy vọt về quy mô 
khách hàng, lũy kế đến năm 2023 đạt 26,5 triệu khách hàng, 
tăng gấp 8 lần so với năm 2017 và là ngân hàng có số lượng 
khách hàng lớn nhất Việt Nam.
 Đến cuối năm 2023, tổng tài sản MB tăng 29% đạt xấp xỉ 950 
nghìn tỷ đồng; tín dụng tăng hơn 28,8% đạt 615 nghìn tỷ dư 
nợ cho vay đối với nền kinh tế; lợi nhuận toàn tập đoàn đạt 
hơn 26 nghìn tỷ đồng. 
MB là ngân hàng top đầu về việc cung cấp dịch vụ và sản 
phẩm đa dạng, an toàn; sở hữu hạ tầng công nghệ thông 
tin hiện đại; mở rộng mạnh mẽ các phân khúc thị trường 
mới bên cạnh thị trường truyền thống của một ngân hàng 
thương mại. Với lợi thế đó, MB đã kết nối dịch vụ BaaS 
đến doanh nghiệp từ đa dạng các lĩnh vực như: Tài chính, 
logistics, chứng khoán… thông qua hơn 600 bộ APIs - một 
trong những ngân hàng sở hữu lượng API đa dạng nhất. 
Chúng tôi kỳ vọng dịch vụ BaaS của MB sẽ từng bước chuyển 
mình mạnh mẽ, khẳng định cam kết đồng hành cùng doanh 
nghiệp trong quá trình chuyển đổi số.
 Bên cạnh đó, đội ngũ MB đã tập trung xây dựng và phát triển 
Chợ ứng dụng Mini App (MB Market Place) với mục tiêu góp 
phần chuyển đổi App MBBank thành một nền tảng siêu ứng 
dụng, tích hợp nhiều dịch vụ non-bank (phi ngân hàng) trên 
một nền tảng để phục vụ các nhu cầu khác nhau hàng ngày 
của hơn 20 triệu người dùng. 
Trong bối cảnh chuyển đổi số hóa mạnh mẽ, MB không chỉ 
đặt mục tiêu tăng trưởng kinh doanh mà còn chú trọng đến 
vai trò của doanh nghiệp đối với xã hội và môi trường. Đầu 
năm 2023, ngân hàng đã thể hiện cam kết mạnh mẽ đối với 
chiến lược ESG (Môi trường, Xã hội và Quản trị), tuân theo 
các chuẩn đo lường quốc tế, nhấn mạnh vào việc tạo ra tác 
động tích cực cho khách hàng và môi trường.
 Theo định hướng của Chính phủ và Ngân hàng Nhà nước, 
MB đã nghiên cứu và hoàn thiện cơ chế chính sách tín dụng 
gắn với quản lý môi trường - xã hội, hướng tới mục tiêu 
ngân hàng xanh, tín dụng xanh, cung cấp dịch vụ tín dụng 
và thanh toán trong các lĩnh vực thân thiện với môi trường. 
MB đã đạt được những bước tiến lớn trong việc phát triển 
tín dụng xanh, với tổng giá trị đạt 56,829 tỷ đồng, tăng 22% 
so với năm 2022. Điều này tập trung vào các lĩnh vực năng 
lượng sạch, tái tạo và công nghiệp, phản ánh rõ ràng sự 
chuyển hướng mạnh mẽ của ngân hàng đối với các hoạt 
động tài chính bền vững. MB cũng đã áp dụng số hoá trong 
90% hoạt động nội bộ, giảm bớt sự phụ thuộc vào giấy tờ 
và hướng tới một môi trường làm việc xanh, với mục tiêu đạt 
tỷ lệ 100%. 
Vào cuối năm 2023, MB đã phát động chiến dịch Hi-Green, 
chiến dịch trách nhiệm xã hội cộng hưởng thuộc chiến lược 
ESG của ngân hàng. HiGreen thu hút người tham gia vận 
động thể thao, ủng hộ trực tiếp và tích luỹ thiện nguyện 
thông minh. Theo đó, với mỗi km chạy bộ hoặc đi bộ hợp lệ, 
MB sẽ ủng hộ 3.000 VNĐ từ quỹ Từ thiện xã hội của tập đoàn 
tài trợ cho các đơn vị biến đổi các bãi rác tự phát thành 
không gian sinh thái cộng đồng, sân chơi công cộng. Sau 
khoảng 2 tháng, chiến dịch đã hoàn thành mục tiêu 8,1 tỷ để 
biến bãi rác tự phát thành sân chơi sinh thái cho cộng đồng. 
Với những bước phát triển mạnh mẽ và bền vững trong năm 
2023, uy tín thương hiệu của MB tiếp tục được khẳng định ở 
những bảng xếp hạng và giải thưởng uy tín trong và ngoài 
nước. MB là một trong 6 ngân hàng được tạp chí Forbes xếp 
hạng là 6 ngân hàng niêm yết tốt nhất Việt Nam trong 3 năm 
liền (2021-2023) dựa theo các tiêu chí về hiệu quả hoạt động 
và lợi nhuận. Bên cạnh đó, mô hình ngân hàng tự động MB 
SmartBank được nhận hai giải thưởng quốc tế từ The Asset 
Tripple A Award - Best Digital Branch Project và The Global 
Economics - Digital Transformation Bank of the Year – đây 
là minh chứng rõ nét cho những nỗ lực chuyển đổi số, đặt 
khách hàng làm trung tâm của MB. 
Năm 2024, MB tiếp tục kiên định với tầm nhìn đến năm 2026 
“Trở thành Doanh nghiệp số, Tập đoàn tài chính dẫn đầu” 
cùng mục tiêu chiến lược nằm trong “Top 3 thị trường về hiệu 
quả, hướng đến Top đầu châu Á.” 
Chiến lược của MB được xây dựng trên cơ sở Tập trung vào 
trải nghiệm của khách hàng; Sáng tạo ra các giá trị mới 
phục vụ khách hàng từ đó gia tăng giá trị cho MB. Xuyên 
suốt theo đó là một văn hóa quản trị thống nhất, lấy triết lý 
“Khách hàng là trung tâm” dựa trên các yếu tố:
 (1) Hấp dẫn khách hàng: Xây dựng trải nghiệm xuất sắc - 
Xuất phát từ nhu cầu và vươn tới kỳ vọng của khách hàng. 
(2) Linh hoạt, nhanh nhạy: Đón bắt nhanh - Tận dụng triệt để - Khai thác hiệu quả công nghệ, thị trường, nhu cầu khách hàng.
 (3) Hiệp lực tập đoàn: Toàn Tập đoàn kết nối, xây dựng trải 
nghiệm số One ID; đề xuất giá trị tập đoàn xuất sắc.
 Với mục tiêu phục vụ 30 triệu khách hàng vào năm 2024, lợi 
nhuận hợp nhất dự kiến đạt 30.000 tỷ và tổng tài sản đạt 1 
triệu tỷ, MB đang hướng tới việc không chỉ là ngân hàng dẫn 
đầu trong lĩnh vực số hóa mà còn là ngân hàng tiên phong 
trong việc phát triển bền vững và có trách nhiệm xã hội. MB, 
với những bước tiến mạnh mẽ và chiến lược đổi mới, đang 
khẳng định vị thế của mình trên thị trường tài chính và sẵn 
sàng đón nhận những cơ hội mới trong tương lai của ngành 
ngân hàng số."
17,Quân,Văn hóa phát triển bền vững:,"MB đã xây dựng Bộ quy tắc ứng xử và đạo đức nghề nghiệp dựa trên 6 giá trị cốt lõi nhằm giúp CBNV luôn ứng xử phù hợp và định hướng cho các quyết định của mỗi CBNV, là nền tảng của văn hóa bền vững tại MB. Việc tuân thủ các chuẩn mực quy định trong Bộ quy tắc này là trách nhiệm của mỗi CBNV MB, bao gồm từ cấp HĐQT, Ban Kiểm soát, Ban Điều hành đến từng CBNV, nhằm góp phần bảo vệ danh tiếng và uy tín của Ngân hàng. CBNV MB không được đánh đổi lợi ích mà vi phạm chuẩn mực đạo đức nghề nghiệp và quy tắc ứng xử tại MB. • Văn hóa bền vững dựa trên các giá trị chuẩn mực đạo đức đã được truyền tải trong bộ cẩm nang về phương pháp làm việc MB1688 với ý nghĩa củng cố giá trị văn hóa cốt lõi, triển khai phương pháp làm việc mới, cùng với việc phát động Cuộc thi áp dụng phương pháp làm việc MB1688 đã gây ấn tượng mạnh trong toàn bộ CBNV, nâng cao nhận thức của CBNV về các giá trị của phương pháp, quy tắc, chuẩn mực được MB xây dựng và phát triển."
18,Quân,Thông tin cụ thể về tập đoàn MB,"Thông tin khái quát : 
Tên đầy đủ bằng tiếng Việt: Ngân hàng thương mại cổ phần Quân đội 
• Tên viết tắt: Ngân hàng Quân đội (MB) • Tên đầy đủ bằng tiếng Anh: Military Commercial Joint stock Bank 
• Ngày thành lập: 4/11/1994 • Vốn điều lệ tính đến 31/12/2023: 52.140.841 tỷ đồng
• Mã chứng khoán: MBB 
• Giấy chứng nhận đăng ký kinh doanh số 0100283873 do Sở Kế hoạch và đầu tư thành phố Hà Nội cấp đăng ký lần đầu ngày 30/09/1994, thay đổi lần thứ 53 ngày 23/08/2023 •
 Trụ sở chính: Tòa nhà MB, số 18 Lê Văn Lương, Phường Trung Hòa, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam 
• Điện thoại: 024 62661088 
• Fax: 024 62661080 
• Email: info@mbbank.com.vn 
• Website: www.mbbank.com.vn

Trải qua gần 30 năm xây dựng và trưởng thành, Ngân hàng TMCP Quân đội (MB) 
ngày càng phát triển lớn mạnh, trở thành một tập đoàn tài chính đa năng với ngân 
hàng mẹ MB tại Việt Nam & nước ngoài (Lào, Campuchia) và các công ty thành viên 
(trong lĩnh vực chứng khoán, bảo hiểm, tài chính tiêu dùng, quản lý quỹ, quản lý tài 
sản, bảo hiểm nhân thọ). Với các mặt hoạt động kinh doanh hiệu quả, MB đã khẳng 
định được thương hiệu, uy tín trong ngành dịch vụ tài chính tại Việt Nam. MB có các 
hoạt động dịch vụ và sản phẩm đa dạng trên nền tảng quản trị rủi ro vượt trội, hạ tầng 
CNTT hiện đại, phát triển mạnh mẽ mở rộng hoạt động trên các phân khúc thị trường 
mới bên cạnh thị trường truyền thống của một NHTM. Sau gần 30 năm xây dựng và 
trưởng thành, hiện nay MB được đánh giá là một định chế tài chính vững vàng, tin 
cậy, phát triển an toàn bền vững, có uy tín cao. "
19,Quân,Xếp hạng tín dụng của MB,"Fitch Ratings nâng bậc tín nhiệm nhà phát hành nợ dài hạn của MB từ mức B+ lên BB-, triển vọng Tích cực"
20,Quân,Các công ty con của tập đoàn MB,1. Tên Công ty: Công ty cổ phần Chứng khoán MB • Tên tiếng Anh: MB Securities Joint Stock Company • Tên viết tắt: MBS • Link website: www.mbs.com.vn 2. Tên Công ty: Công ty cổ phần Quản lý Quỹ đầu tư MB • Tên tiếng Anh: MB Fund Management Stock Company • Tên viết tắt: MBCapital • Link website: www.mbcapital.com.vn 3. Tên Công ty: Công ty Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân Đội (AMC) • Tên tiếng Anh:MB Assets Management Company Limited. • Tên viết tắt:MBAMC • Link website: www.mbamc.com.vn 4. Tên Công ty: Công ty Tài chính TNHH MB Shinsei • Tên tiếng Anh: MB Shinsei Finance Limited Liability Company • Tên viết tắt: MS Finance • Link website: www.mcredit.com.vn 5. Tên Công ty: Tổng công ty cổ phần Bảo hiểm Quân đội (MIC) • Tên tiếng Anh: Military Insurance Corporation • Tên viết tắt: MIC • Link website: www.mic.vn 6. Tên Công ty: Công ty TNHH Bảo hiểm Nhân thọ MB Ageas (MBAL) • Tên tiếng Anh: MB Ageas Life Insurance Company Limited • Tên viết tắt: MBAL • Link website: www.mbageas.life
