,topic,content,summary,full_content
99,,"Vai trò và trách nhiệm Hội đồng Quản trị

HĐQT là cơ quan quản lý của MB, được ĐHĐCĐ bầu ra, chịu trách nhiệm trước ĐHĐCĐ trong việc thực hiện nhiệm vụ, quyền hạn được giao.
HĐQT thực hiện nhiệm vụ quản trị Ngân hàng phù hợp quy định tại Điều lệ, Quy chế Quản trị và các quy định nội bộ có liên quan của MB.
Quyết định bổ nhiệm, miễn nhiệm các vị trí lãnh đạo cao cấp, ban hành các quy định quản lý nội bộ, chịu trách nhiệm về chiến lược, giám sát và định hướng phát triển của MB.
Hoạt động tại MB

HĐQT đã chỉ đạo định hướng hoàn thiện hệ thống quy trình/quy chế/chiến sách phù hợp quy định pháp luật, xây dựng và ban hành mới Quy chế tổ chức và hoạt động của Ban Công nghệ & Chuyển đổi số.
Quyết định ban hành chính thức các văn bản cấp nhật của Quy chế Quản lý thông tin và thực hiện việc công bố ra đại chúng.
Quyết định triển khai các chương trình đào tạo nâng cao kỹ năng quản trị, quản lý cho đội ngũ lãnh đạo MB.
Vai trò của các ban thuộc HĐQT

Ban kiểm soát nội bộ đóng vai trò giám sát, đánh giá hoạt động của MB và các đơn vị thành viên.
Ban Nhân sự chịu trách nhiệm về quy trình tuyển dụng, đào tạo, phát triển nguồn nhân lực.
Ban Quản lý rủi ro chịu trách nhiệm đánh giá, giám sát các rủi ro trong hoạt động kinh doanh của MB.
Phát triển và chiến lược

HĐQT đã phát huy vai trò lãnh đạo trong việc định hướng chiến lược, giám sát hoạt động và đưa ra các giải pháp phù hợp với thực tế và hướng đến các mục tiêu phát triển dài hạn.
Trong năm 2023, HĐQT đã tổ chức 29 phiên họp để đánh giá, chỉ đạo hoạt động của MB và các công ty thành viên.","HĐQT MB chịu trách nhiệm quản trị, bổ nhiệm lãnh đạo, ban hành quy định, giám sát chiến lược và phát triển. Các ban thuộc HĐQT giám sát nội bộ, quản lý nhân sự và rủi ro. Năm 2023, HĐQT tổ chức 29 phiên họp.","
Vai trò và trách nhiệm Hội đồng Quản trị

HĐQT là cơ quan quản lý của MB, được ĐHĐCĐ bầu ra, chịu trách nhiệm trước ĐHĐCĐ trong việc thực hiện nhiệm vụ, quyền hạn được giao.
HĐQT thực hiện nhiệm vụ quản trị Ngân hàng phù hợp quy định tại Điều lệ, Quy chế Quản trị và các quy định nội bộ có liên quan của MB.
Quyết định bổ nhiệm, miễn nhiệm các vị trí lãnh đạo cao cấp, ban hành các quy định quản lý nội bộ, chịu trách nhiệm về chiến lược, giám sát và định hướng phát triển của MB.
Hoạt động tại MB

HĐQT đã chỉ đạo định hướng hoàn thiện hệ thống quy trình/quy chế/chiến sách phù hợp quy định pháp luật, xây dựng và ban hành mới Quy chế tổ chức và hoạt động của Ban Công nghệ & Chuyển đổi số.
Quyết định ban hành chính thức các văn bản cấp nhật của Quy chế Quản lý thông tin và thực hiện việc công bố ra đại chúng.
Quyết định triển khai các chương trình đào tạo nâng cao kỹ năng quản trị, quản lý cho đội ngũ lãnh đạo MB.
Vai trò của các ban thuộc HĐQT

Ban kiểm soát nội bộ đóng vai trò giám sát, đánh giá hoạt động của MB và các đơn vị thành viên.
Ban Nhân sự chịu trách nhiệm về quy trình tuyển dụng, đào tạo, phát triển nguồn nhân lực.
Ban Quản lý rủi ro chịu trách nhiệm đánh giá, giám sát các rủi ro trong hoạt động kinh doanh của MB.
Phát triển và chiến lược

HĐQT đã phát huy vai trò lãnh đạo trong việc định hướng chiến lược, giám sát hoạt động và đưa ra các giải pháp phù hợp với thực tế và hướng đến các mục tiêu phát triển dài hạn.
Trong năm 2023, HĐQT đã tổ chức 29 phiên họp để đánh giá, chỉ đạo hoạt động của MB và các công ty thành viên."
100,,"Tổng quan nhân sự:
Số lượng nhân sự tính đến 31/12/2023:

Tập đoàn MB: 16.234 (tăng 1% so với năm 2022)
Riêng ngành hàng: 10.481 (tăng 5% so với năm 2022)
MB có đội ngũ nhân sự trẻ, chủ yếu từ các trường đại học hàng đầu.
Cơ cấu địa lý nhân sự:

Hà Nội & các tỉnh phía Bắc: 66%
TP. Hồ Chí Minh & các tỉnh phía Nam: 26%
Các tỉnh thành khác: 8%
Thay đổi về nhân sự trong HĐQT và Ban Điều hành:

Năm 2023, MB thực hiện tổng điều lệ và phát hành cổ phiếu để trả cổ tức cho cổ đông hiện hữu và lợi nhuận sau thuế giữ lại kỳ kế tiếp năm 2022 (tỷ lệ tối đa 15%).
Cơ cấu cổ đông, Thay đổi vốn đầu tư của chủ sở hữu:
Cổ phần:

Số lượng cổ phần phổ thông tại 31/12/2023: 5.214.084.052 cổ phần
Số lượng cổ phần có quyền chuyển nhượng tự do: 4.207.031.691 cổ phần
Số lượng cổ phần hạn chế chuyển nhượng: 1.007.052.361 cổ phần
Giao dịch cổ phiếu quỹ:

Số lượng cổ phiếu quỹ tại thời điểm 31/12/2023: Không có
Giao dịch cổ phiếu quỹ trong năm 2023: Không có
Cơ cấu cổ đông:

Cổ đông tổ chức: 89,21%
Cổ đông nhà nước: 10,34%
Cổ đông nước ngoài: 32,19%
Cổ đông khác: 46,68%
Cổ đông cá nhân: 10,79%
Cổ đông nội bộ: 0,22%
Cổ đông khác: 10,57%","Ngân hàng MB có 16.234 nhân sự, chủ yếu từ các trường đại học hàng đầu, với 66% ở phía Bắc và 26% ở phía Nam. MB có 5.214.084.052 cổ phần, không có cổ phiếu quỹ, và cổ đông tổ chức chiếm 89,21%.","
Tổng quan nhân sự:
Số lượng nhân sự tính đến 31/12/2023:

Tập đoàn MB: 16.234 (tăng 1% so với năm 2022)
Riêng ngành hàng: 10.481 (tăng 5% so với năm 2022)
MB có đội ngũ nhân sự trẻ, chủ yếu từ các trường đại học hàng đầu.
Cơ cấu địa lý nhân sự:

Hà Nội & các tỉnh phía Bắc: 66%
TP. Hồ Chí Minh & các tỉnh phía Nam: 26%
Các tỉnh thành khác: 8%
Thay đổi về nhân sự trong HĐQT và Ban Điều hành:

Năm 2023, MB thực hiện tổng điều lệ và phát hành cổ phiếu để trả cổ tức cho cổ đông hiện hữu và lợi nhuận sau thuế giữ lại kỳ kế tiếp năm 2022 (tỷ lệ tối đa 15%).
Cơ cấu cổ đông, Thay đổi vốn đầu tư của chủ sở hữu:
Cổ phần:

Số lượng cổ phần phổ thông tại 31/12/2023: 5.214.084.052 cổ phần
Số lượng cổ phần có quyền chuyển nhượng tự do: 4.207.031.691 cổ phần
Số lượng cổ phần hạn chế chuyển nhượng: 1.007.052.361 cổ phần
Giao dịch cổ phiếu quỹ:

Số lượng cổ phiếu quỹ tại thời điểm 31/12/2023: Không có
Giao dịch cổ phiếu quỹ trong năm 2023: Không có
Cơ cấu cổ đông:

Cổ đông tổ chức: 89,21%
Cổ đông nhà nước: 10,34%
Cổ đông nước ngoài: 32,19%
Cổ đông khác: 46,68%
Cổ đông cá nhân: 10,79%
Cổ đông nội bộ: 0,22%
Cổ đông khác: 10,57%"
101,,"Hoạt động của Quản trị rủi ro và Kiểm soát nội bộ
Quản trị rủi ro
Với định hình chiến lược trở thành tập đoàn tài chính, doanh nghiệp chuyển đổi số toàn diện giai đoạn 2022 – 2026 của MB, Quản trị rủi ro đóng vai trò hết sức trọng yếu trong việc thực hiện chiến lược. Trong năm 2023, công tác quản trị rủi ro tại MB đã được thực hiện một cách hiệu quả, an toàn và bám sát chiến lược đề ra, góp phần đảm bảo hoạt động ngân hàng ổn định và phát triển bền vững. MB không ngừng ứng dụng các tiêu chuẩn quản trị rủi ro mới theo thông lệ quốc tế, hoàn thành chuẩn Basel II cho cả 3 trụ cột vào năm 2020 và tiếp tục thực hiện các bước chuẩn bị cho triển khai Basel III trong những năm tiếp theo.

Cơ cấu quản trị rủi ro
Với việc tuân thủ các nội dung quy định tại Thông tư 13 của NHNN và áp dụng các thông lệ của Ủy ban Basel, MB tiếp tục tổ chức kiện toàn hệ thống quản lý thông qua việc mô hình 3 tuyến bảo vệ đảm bảo phân tách rõ ràng chức năng, nhiệm vụ của từng tuyến, từ khối thực hiện kiểm soát Ngân hàng trong việc nhận diện, đánh giá, theo dõi và kiểm soát rủi ro. Trong đó, các khâu kiểm soát rủi ro mới sẽ liên kết mật thiết với Ban kiểm soát, đảm bảo hiệu quả hoạt động thực hiện bảo đảm an toàn đặc thù cho các dự án, đảm bảo phòng ngừa các rủi ro tiềm tàng, từ đó, MB đã giảm thiểu tối đa sự cố xảy ra. Năm 2023, MB đã ứng dụng các hệ thống, công nghệ thông tin, phát triển hạ tầng, tăng trưởng khách hàng, tỷ lệ xử lý các sự cố đạt mức cao nhất.

Tại MB, hoạt động quản trị rủi ro và kiểm soát được thực hiện bảo đảm các báo cáo nội bộ đều đến HĐQT, Ủy ban Quản trị rủi ro và báo cáo hàng năm về quản lý rủi ro NHNN, trong đó các báo cáo luôn đáp ứng kịp thời các tồn tại, hạn chế trong công tác quản lý rủi ro, nhằm cải tiến và phát triển một cách bền vững. Tại bộ phận rủi ro, các cấp độ kiểm soát tuyến an quyệt định trong toàn ngân hàng.

Cơ cấu quản trị rủi ro

Luồng báo cáo trực tiếp:

Ban Quản trị Rủi ro
Hội đồng Quản trị
Ủy ban Quản trị rủi ro
Ủy ban Quản trị cấp cao
Ủy ban Công nghệ và Chuyển đổi số
Tổng Giám Đốc
Hội đồng ALCO
Hội đồng Quản lý rủi ro
Hội đồng Xử lý nợ

Luồng trao đổi, hỗ trợ thông tin:

Vòng thủ tuyến bảo vệ thứ nhất
Các đơn vị kinh doanh
Phòng Quản lý tài chính
Phòng Ngân quỹ
Các phòng, ban khác

Vòng thủ tuyến bảo vệ thứ hai
Phòng Kiểm soát nội bộ
Khối Quản trị rủi ro
Quản trị rủi ro Tín dụng
Quản trị rủi ro Thị trường
Quản trị rủi ro Tác nghiệp

Vòng thủ tuyến bảo vệ thứ ba
Kiểm toán nội bộ
Thanh tra, Giám sát
Các đơn vị kiểm toán, thanh tra độc lập

Chức năng chính:
Thực hiện quản trị rủi ro tín dụng, thị trường, tác nghiệp.
Đảm bảo tuân thủ các quy định của pháp luật, các chuẩn mực quốc tế.
Kiểm tra, giám sát, đánh giá các rủi ro.
Thực hiện các biện pháp phòng ngừa rủi ro.","MB đã thực hiện quản trị rủi ro hiệu quả, tuân thủ chuẩn Basel II và chuẩn bị cho Basel III, với cơ cấu 3 tuyến bảo vệ, báo cáo nội bộ đến HĐQT và NHNN, đảm bảo an toàn và phát triển bền vững.","
Hoạt động của Quản trị rủi ro và Kiểm soát nội bộ
Quản trị rủi ro
Với định hình chiến lược trở thành tập đoàn tài chính, doanh nghiệp chuyển đổi số toàn diện giai đoạn 2022 – 2026 của MB, Quản trị rủi ro đóng vai trò hết sức trọng yếu trong việc thực hiện chiến lược. Trong năm 2023, công tác quản trị rủi ro tại MB đã được thực hiện một cách hiệu quả, an toàn và bám sát chiến lược đề ra, góp phần đảm bảo hoạt động ngân hàng ổn định và phát triển bền vững. MB không ngừng ứng dụng các tiêu chuẩn quản trị rủi ro mới theo thông lệ quốc tế, hoàn thành chuẩn Basel II cho cả 3 trụ cột vào năm 2020 và tiếp tục thực hiện các bước chuẩn bị cho triển khai Basel III trong những năm tiếp theo.

Cơ cấu quản trị rủi ro
Với việc tuân thủ các nội dung quy định tại Thông tư 13 của NHNN và áp dụng các thông lệ của Ủy ban Basel, MB tiếp tục tổ chức kiện toàn hệ thống quản lý thông qua việc mô hình 3 tuyến bảo vệ đảm bảo phân tách rõ ràng chức năng, nhiệm vụ của từng tuyến, từ khối thực hiện kiểm soát Ngân hàng trong việc nhận diện, đánh giá, theo dõi và kiểm soát rủi ro. Trong đó, các khâu kiểm soát rủi ro mới sẽ liên kết mật thiết với Ban kiểm soát, đảm bảo hiệu quả hoạt động thực hiện bảo đảm an toàn đặc thù cho các dự án, đảm bảo phòng ngừa các rủi ro tiềm tàng, từ đó, MB đã giảm thiểu tối đa sự cố xảy ra. Năm 2023, MB đã ứng dụng các hệ thống, công nghệ thông tin, phát triển hạ tầng, tăng trưởng khách hàng, tỷ lệ xử lý các sự cố đạt mức cao nhất.

Tại MB, hoạt động quản trị rủi ro và kiểm soát được thực hiện bảo đảm các báo cáo nội bộ đều đến HĐQT, Ủy ban Quản trị rủi ro và báo cáo hàng năm về quản lý rủi ro NHNN, trong đó các báo cáo luôn đáp ứng kịp thời các tồn tại, hạn chế trong công tác quản lý rủi ro, nhằm cải tiến và phát triển một cách bền vững. Tại bộ phận rủi ro, các cấp độ kiểm soát tuyến an quyệt định trong toàn ngân hàng.

Cơ cấu quản trị rủi ro

Luồng báo cáo trực tiếp:

Ban Quản trị Rủi ro
Hội đồng Quản trị
Ủy ban Quản trị rủi ro
Ủy ban Quản trị cấp cao
Ủy ban Công nghệ và Chuyển đổi số
Tổng Giám Đốc
Hội đồng ALCO
Hội đồng Quản lý rủi ro
Hội đồng Xử lý nợ

Luồng trao đổi, hỗ trợ thông tin:

Vòng thủ tuyến bảo vệ thứ nhất
Các đơn vị kinh doanh
Phòng Quản lý tài chính
Phòng Ngân quỹ
Các phòng, ban khác

Vòng thủ tuyến bảo vệ thứ hai
Phòng Kiểm soát nội bộ
Khối Quản trị rủi ro
Quản trị rủi ro Tín dụng
Quản trị rủi ro Thị trường
Quản trị rủi ro Tác nghiệp

Vòng thủ tuyến bảo vệ thứ ba
Kiểm toán nội bộ
Thanh tra, Giám sát
Các đơn vị kiểm toán, thanh tra độc lập

Chức năng chính:
Thực hiện quản trị rủi ro tín dụng, thị trường, tác nghiệp.
Đảm bảo tuân thủ các quy định của pháp luật, các chuẩn mực quốc tế.
Kiểm tra, giám sát, đánh giá các rủi ro.
Thực hiện các biện pháp phòng ngừa rủi ro."
102,Ngân hàng MB Bank được thành lập khi nào ?,"Vào ngày 04 tháng 11 năm 1994, Ngân hàng TMCP Quân Đội (MB) chính thức khai trương với 25 cán bộ nhân viên và vốn điều lệ ban đầu là 500 tỷ đồng.

",Ngân hàng MB Bank được thành lập vào ngày 04 tháng 11 năm 1994.,"Ngân hàng MB Bank được thành lập khi nào ?
Vào ngày 04 tháng 11 năm 1994, Ngân hàng TMCP Quân Đội (MB) chính thức khai trương với 25 cán bộ nhân viên và vốn điều lệ ban đầu là 500 tỷ đồng.

"
103,Lịch sử phát triển của MB,"- Năm 2000, MB thành lập Công ty TNHH Chứng khoán Thăng Long (nay là Công ty CP Chứng khoán Ngân hàng TMCP Quân Đội MBS) và Công ty Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân Đội (MBAMC). - Ngày 01 tháng 11 năm 2011, MB thực hiện thành công việc niêm yết cổ phiếu trên sở giao dịch chứng khoán TP Hồ Chí Minh (HSX) từ, khai trương chi nhánh thứ hai tại nước ngoài tại Campuchia trong cùng năm. - Năm 2019, MB nâng cấp thành công hệ thống CoreT24 từ R5 lên R10 và ra mắt logo và bộ nhận diện thương hiệu mới. MB được vinh danh là ""Ngân hàng Tiêu biểu Việt Nam"" năm 2020 và nhận giải thưởng ""Nơi làm việc tốt nhất Châu Á"" vào năm 2021.","MB thành lập các công ty con vào năm 2000, niêm yết cổ phiếu trên HSX năm 2011, nâng cấp hệ thống CoreT24 và ra mắt thương hiệu mới năm 2019, được vinh danh năm 2020 và 2021.","Lịch sử phát triển của MB
- Năm 2000, MB thành lập Công ty TNHH Chứng khoán Thăng Long (nay là Công ty CP Chứng khoán Ngân hàng TMCP Quân Đội MBS) và Công ty Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân Đội (MBAMC). - Ngày 01 tháng 11 năm 2011, MB thực hiện thành công việc niêm yết cổ phiếu trên sở giao dịch chứng khoán TP Hồ Chí Minh (HSX) từ, khai trương chi nhánh thứ hai tại nước ngoài tại Campuchia trong cùng năm. - Năm 2019, MB nâng cấp thành công hệ thống CoreT24 từ R5 lên R10 và ra mắt logo và bộ nhận diện thương hiệu mới. MB được vinh danh là ""Ngân hàng Tiêu biểu Việt Nam"" năm 2020 và nhận giải thưởng ""Nơi làm việc tốt nhất Châu Á"" vào năm 2021."
104,"Tầm nhìn, định hướng của MB Bank là gì ?","Trải qua gần 30 năm xây dựng và phát triển, MB Bank luôn mong muốn trở thành doanh nghiệp số - tập đoàn tài chính dẫn đầu. Cụ thể: 

- Doanh nghiệp số: MB Bank luôn chú trọng việc ứng dụng công nghệ số và các giải pháp kỹ thuật số vào mọi khía cạnh hoạt động, từ quản lí vận hành, marketing, bán hàng cho tới việc chăm sóc khách hàng với mong muốn trở thành Ngân hàng số hàng đầu, đem đến trải nghiệm dễ dàng, mượt mà cho khách hàng khi sử dụng các sản phẩm của MB Bank.

- Tập đoàn tài chính dẫn đầu: MB Bank hướng tới việc trở thành tập đoàn tài chính dẫn đầu về khả năng phục vụ khách hàng, trải nghiệm dịch vụ và chăm sóc khách hàng xuất sắc nhất, trở thành nền tảng kết nối sâu rộng nhất - tất cả các dịch vụ của MB sẽ tạo nên một hệ sinh thái thân thiện và tuyệt vời cho khách hàng.

","MB Bank hướng tới trở thành doanh nghiệp số và tập đoàn tài chính dẫn đầu, ứng dụng công nghệ số vào mọi hoạt động và tạo ra hệ sinh thái dịch vụ xuất sắc cho khách hàng.","Tầm nhìn, định hướng của MB Bank là gì ?
Trải qua gần 30 năm xây dựng và phát triển, MB Bank luôn mong muốn trở thành doanh nghiệp số - tập đoàn tài chính dẫn đầu. Cụ thể: 

- Doanh nghiệp số: MB Bank luôn chú trọng việc ứng dụng công nghệ số và các giải pháp kỹ thuật số vào mọi khía cạnh hoạt động, từ quản lí vận hành, marketing, bán hàng cho tới việc chăm sóc khách hàng với mong muốn trở thành Ngân hàng số hàng đầu, đem đến trải nghiệm dễ dàng, mượt mà cho khách hàng khi sử dụng các sản phẩm của MB Bank.

- Tập đoàn tài chính dẫn đầu: MB Bank hướng tới việc trở thành tập đoàn tài chính dẫn đầu về khả năng phục vụ khách hàng, trải nghiệm dịch vụ và chăm sóc khách hàng xuất sắc nhất, trở thành nền tảng kết nối sâu rộng nhất - tất cả các dịch vụ của MB sẽ tạo nên một hệ sinh thái thân thiện và tuyệt vời cho khách hàng.

"
105,sứ mệnh của ngân hàng MB Bank là gì ?,"Sứ mệnh của MB là ""Vì sự phát triển của đất nước, vì lợi ích của khách hàng""

MB Bank không chỉ tập trung vào lợi nhuận và mở rộng quy mô, mà còn chú trọng đến việc đóng góp vào sự phát triển của đất nước, đồng thời luôn đặt lợi ích của khách hàng lên hàng đầu. Một ngân hàng có sứ mệnh như vậy thể hiện sự trách nhiệm và tầm nhìn dài hạn, không chỉ vì lợi ích riêng của mình mà còn vì sự phồn vinh chung của cả quốc gia. Điều này cũng phù hợp với tầm nhìn trở thành ""doanh nghiệp số - tập đoàn tài chính dẫn đầu"" mà MB Bank đề ra.

MB Bank luôn nhận thức được trách nhiệm của mình đối với xã hội và cam kết phục vụ khách hàng cũng như đất nước.","Sứ mệnh của MB Bank là ""Vì sự phát triển của đất nước, vì lợi ích của khách hàng,"" thể hiện trách nhiệm xã hội và tầm nhìn dài hạn.","sứ mệnh của ngân hàng MB Bank là gì ?
Sứ mệnh của MB là ""Vì sự phát triển của đất nước, vì lợi ích của khách hàng""

MB Bank không chỉ tập trung vào lợi nhuận và mở rộng quy mô, mà còn chú trọng đến việc đóng góp vào sự phát triển của đất nước, đồng thời luôn đặt lợi ích của khách hàng lên hàng đầu. Một ngân hàng có sứ mệnh như vậy thể hiện sự trách nhiệm và tầm nhìn dài hạn, không chỉ vì lợi ích riêng của mình mà còn vì sự phồn vinh chung của cả quốc gia. Điều này cũng phù hợp với tầm nhìn trở thành ""doanh nghiệp số - tập đoàn tài chính dẫn đầu"" mà MB Bank đề ra.

MB Bank luôn nhận thức được trách nhiệm của mình đối với xã hội và cam kết phục vụ khách hàng cũng như đất nước."
106,giá trị cốt lõi của MB Bank là gì ?,"6 giá trị cốt lõi của MB Bank là ""Đoàn kết – Kỷ luật – Tận tâm; Thực thi – Tin cậy – Hiệu quả"". Cụ thể là: 

Đoàn kết:
- Đoàn kết ở MB là cùng thống nhất một ý chí, hướng về mục tiêu chung
- Đoàn kết góp phần xây dựng mục tiêu rõ ràng, nhất quán trong mọi hoạt động văn hóa tổ chức mạnh mẽ, tạo động lực cho nhân viên gắn bó và phát triển cùng ngân hàng.

Kỷ luật:
- Kỷ luật ở MB là Thượng tôn pháp luật và các chuẩn mực được MB lựa chọn
- Kỷ luật tạo sức mạnh tập thể, hạn chế rủi ro
- MB là tổ chức của những người kỷ luật tự nguyện. 
=> Bạn có biết rằng tại MB, để thúc đẩy sự tự nguyện và tăng cường kỷ luật trong công việc, Khối Tổ chức Nhân sự đã thực hiện một biện pháp độc đáo? Khối Tổ chức Nhân sự đã tạo ra một môi trường làm việc dựa trên sự tự giác bằng việc lược bỏ quy định điểm danh đầu giờ làm được thực hiện thông qua Face ID. Dù không có sự kiểm soát chặt chẽ, nhưng các bộ nhân viên vẫn tự chấp nhận trách nhiệm và tự ý thức đi làm đúng giờ, thể hiện tinh thần trách nhiệm cao cả của đội ngũ nhân viên MB.

Tận tâm:
- Thể hiện sự chăm chú, tập trung và cống hiến hết mình vào công việc.
- Nhân viên luôn cố gắng hoàn thành nhiệm vụ với tinh thần trách nhiệm cao.
- Tận tâm giúp nâng cao chất lượng dịch vụ và sự hài lòng của khách hàng.

Thực thi:
- Không chỉ đề ra kế hoạch, mục tiêu mà còn quyết tâm và hành động để thực hiện.
- Chuyển hóa ý tưởng và cam kết thành hành động cụ thể.
- Thực thi là sự kết hợp giữa ý chí và hành động, là động lực để hoàn thành mục tiêu.

Tin cậy:
- Xây dựng và duy trì sự tin tưởng, uy tín của ngân hàng với khách hàng và cộng đồng.
- Thể hiện sự đáng tin cậy, minh bạch trong mọi hoạt động.
- Tin cậy là nền tảng để khách hàng gắn bó và hợp tác lâu dài với MB Bank.

Hiệu quả:

- Đạt được kết quả tốt nhất trong công việc, tối ưu hóa nguồn lực.
- Liên tục cải tiến, sáng tạo để nâng cao hiệu suất hoạt động.
- Hiệu quả là thước đo quan trọng để đánh giá sự thành công của ngân hàng.
","Giá trị cốt lõi của MB Bank gồm: Đoàn kết, Kỷ luật, Tận tâm, Thực thi, Tin cậy, Hiệu quả.","giá trị cốt lõi của MB Bank là gì ?
6 giá trị cốt lõi của MB Bank là ""Đoàn kết – Kỷ luật – Tận tâm; Thực thi – Tin cậy – Hiệu quả"". Cụ thể là: 

Đoàn kết:
- Đoàn kết ở MB là cùng thống nhất một ý chí, hướng về mục tiêu chung
- Đoàn kết góp phần xây dựng mục tiêu rõ ràng, nhất quán trong mọi hoạt động văn hóa tổ chức mạnh mẽ, tạo động lực cho nhân viên gắn bó và phát triển cùng ngân hàng.

Kỷ luật:
- Kỷ luật ở MB là Thượng tôn pháp luật và các chuẩn mực được MB lựa chọn
- Kỷ luật tạo sức mạnh tập thể, hạn chế rủi ro
- MB là tổ chức của những người kỷ luật tự nguyện. 
=> Bạn có biết rằng tại MB, để thúc đẩy sự tự nguyện và tăng cường kỷ luật trong công việc, Khối Tổ chức Nhân sự đã thực hiện một biện pháp độc đáo? Khối Tổ chức Nhân sự đã tạo ra một môi trường làm việc dựa trên sự tự giác bằng việc lược bỏ quy định điểm danh đầu giờ làm được thực hiện thông qua Face ID. Dù không có sự kiểm soát chặt chẽ, nhưng các bộ nhân viên vẫn tự chấp nhận trách nhiệm và tự ý thức đi làm đúng giờ, thể hiện tinh thần trách nhiệm cao cả của đội ngũ nhân viên MB.

Tận tâm:
- Thể hiện sự chăm chú, tập trung và cống hiến hết mình vào công việc.
- Nhân viên luôn cố gắng hoàn thành nhiệm vụ với tinh thần trách nhiệm cao.
- Tận tâm giúp nâng cao chất lượng dịch vụ và sự hài lòng của khách hàng.

Thực thi:
- Không chỉ đề ra kế hoạch, mục tiêu mà còn quyết tâm và hành động để thực hiện.
- Chuyển hóa ý tưởng và cam kết thành hành động cụ thể.
- Thực thi là sự kết hợp giữa ý chí và hành động, là động lực để hoàn thành mục tiêu.

Tin cậy:
- Xây dựng và duy trì sự tin tưởng, uy tín của ngân hàng với khách hàng và cộng đồng.
- Thể hiện sự đáng tin cậy, minh bạch trong mọi hoạt động.
- Tin cậy là nền tảng để khách hàng gắn bó và hợp tác lâu dài với MB Bank.

Hiệu quả:

- Đạt được kết quả tốt nhất trong công việc, tối ưu hóa nguồn lực.
- Liên tục cải tiến, sáng tạo để nâng cao hiệu suất hoạt động.
- Hiệu quả là thước đo quan trọng để đánh giá sự thành công của ngân hàng.
"
107,Trụ sở chính hay hội sở của MB Bank nằm ở đâu ở đâu?,"Trụ sở chính của MB Bank hiện đang được đặt tại số 18 Lê Văn Lương, Trung Hòa, Cầu Giấy, Hà Nội. 

Tuyến đường Láng Hạ - Lê Văn Lương còn được ví von như là ""Phố Wall thứ 2"" của Hà Nội bên cạnh dãy phố phía Nam và phía Đông của hồ Hoàn Kiếm (hồ Gươm)

Nếu như bạn muốn đến trụ sở của MB, mình xin được gửi bạn link Google Map: https://maps.app.goo.gl/nDU4cmmtTU4mDX5TA

Bạn hãy xuống các tầng hầm B1, B2, B3, ... để gửi xe nhé. Vì là ngân hàng quân đội nên sẽ có các chú công an hướng dẫn các gửi xe cho bạn.

Và đừng quên là, nếu như bạn cần phải đi lên các tầng làm việc của MB theo lời mời làm việc thì bạn hãy chuẩn bị thư / email mời cũng như căn cước công dân / giấy tờ tùy thân theo để làm thủ tục ở lễ tân nhé","Trụ sở chính của MB Bank đặt tại số 18 Lê Văn Lương, Trung Hòa, Cầu Giấy, Hà Nội.","Trụ sở chính hay hội sở của MB Bank nằm ở đâu ở đâu?
Trụ sở chính của MB Bank hiện đang được đặt tại số 18 Lê Văn Lương, Trung Hòa, Cầu Giấy, Hà Nội. 

Tuyến đường Láng Hạ - Lê Văn Lương còn được ví von như là ""Phố Wall thứ 2"" của Hà Nội bên cạnh dãy phố phía Nam và phía Đông của hồ Hoàn Kiếm (hồ Gươm)

Nếu như bạn muốn đến trụ sở của MB, mình xin được gửi bạn link Google Map: https://maps.app.goo.gl/nDU4cmmtTU4mDX5TA

Bạn hãy xuống các tầng hầm B1, B2, B3, ... để gửi xe nhé. Vì là ngân hàng quân đội nên sẽ có các chú công an hướng dẫn các gửi xe cho bạn.

Và đừng quên là, nếu như bạn cần phải đi lên các tầng làm việc của MB theo lời mời làm việc thì bạn hãy chuẩn bị thư / email mời cũng như căn cước công dân / giấy tờ tùy thân theo để làm thủ tục ở lễ tân nhé"
108,"MB Bank đã đạt được những giải thưởng, thành tích nào liên quan đến lĩnh vực công nghệ, số hóa và đổi mới?","MB Bank đã đạt được nhiều giải thưởng và thành tích quan trọng liên quan đến lĩnh vực công nghệ, số hóa và đổi mới như Giải thưởng Sao Khuê, Breakthrough Digital Initiatives, Innovation Excellence Award từ Oracle, và giải thưởng Model Risk Manager.","MB Bank đã đạt các giải thưởng như Sao Khuê, Breakthrough Digital Initiatives, Innovation Excellence Award từ Oracle, và Model Risk Manager.","MB Bank đã đạt được những giải thưởng, thành tích nào liên quan đến lĩnh vực công nghệ, số hóa và đổi mới?
MB Bank đã đạt được nhiều giải thưởng và thành tích quan trọng liên quan đến lĩnh vực công nghệ, số hóa và đổi mới như Giải thưởng Sao Khuê, Breakthrough Digital Initiatives, Innovation Excellence Award từ Oracle, và giải thưởng Model Risk Manager."
